"@timestamp","_id","_index","_score",env,"env.keyword",level,"level.keyword",message,"message.keyword","metadata.env","metadata.env.keyword","metadata.hostname","metadata.hostname.keyword","metadata.method","metadata.method.keyword","metadata.remoteAddress","metadata.remoteAddress.keyword","metadata.requestId","metadata.requestId.keyword","metadata.responseTime","metadata.service","metadata.service.keyword","metadata.statusCode","metadata.timestamp","metadata.url","metadata.url.keyword",service,"service.keyword"
"Nov 21, 2025 @ 11:55:58.099","-8kXpZoBKNps3ga0TffF","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-3","req-3","733.053","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:58.098","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:57.425","_MkXpZoBKNps3ga0TffF","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2","req-2","2,038.771","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:57.425","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:57.366","_ckXpZoBKNps3ga0TffF","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-3","req-3","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:57.365","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:55.386",9skXpZoBKNps3ga0Rffo,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2","req-2","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:55.386","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:55.364",98kXpZoBKNps3ga0Rffo,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-1","req-1","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:55.364","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:55.206",9ckXpZoBKNps3ga0PvcO,"app-logs-2025.11.21","-",development,development,info,info,"Server started successfully","Server started successfully",development,development,"-","-","-","-","-","-","-","-","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:55.204","-","-","wrapper-backend","wrapper-backend",development,development,"0.0.0.0","0.0.0.0","3,000"
"Nov 21, 2025 @ 11:55:47.350",9MkXpZoBKNps3ga0JPcY,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-1","req-1","1,976.308","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:47.349","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:45.374",88kXpZoBKNps3ga0HPc8,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-1","req-1","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:45.373","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:44.540",8skXpZoBKNps3ga0FPdk,"app-logs-2025.11.21","-",development,development,info,info,"Server started successfully","Server started successfully",development,development,"-","-","-","-","-","-","-","-","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:44.538","-","-","wrapper-backend","wrapper-backend",development,development,"0.0.0.0","0.0.0.0","3,000"
"Nov 21, 2025 @ 11:55:35.251",8ckWpZoBKNps3ga08Pcb,"app-logs-2025.11.21","-",development,development,info,info,"Server started successfully","Server started successfully",development,development,"-","-","-","-","-","-","-","-","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:35.249","-","-","wrapper-backend","wrapper-backend",development,development,"0.0.0.0","0.0.0.0","3,000"
"Nov 21, 2025 @ 11:55:33.385",7skWpZoBKNps3ga06fc1,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-e","req-e","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:33.385","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:33.377",78kWpZoBKNps3ga06fc1,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-d","req-d","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:33.371","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:31.574",8MkWpZoBKNps3ga06fc1,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-c","req-c","756.767","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:31.574","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:30.817",6ckWpZoBKNps3ga04fdb,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-c","req-c","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:30.817","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:30.815",6skWpZoBKNps3ga04fdb,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-b","req-b","685.541","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:30.814","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:30.129",68kWpZoBKNps3ga04fdb,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-b","req-b","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:30.129","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:30.128",7MkWpZoBKNps3ga04fdb,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-a","req-a","758.678","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:30.128","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:30.054",7ckWpZoBKNps3ga04fdb,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-9","req-9","799.299","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:30.053","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:29.369",4ckWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-a","req-a","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:29.369","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:29.255",4skWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-9","req-9","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:29.254","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:29.251",48kWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-8","req-8","1,124.736","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:29.250","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:28.729",5MkWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-7","req-7","799.694","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:28.729","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:28.126",5ckWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-8","req-8","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:28.125","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:28.124",5skWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-6","req-6","761.363","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:28.123","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:27.929",58kWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-7","req-7","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:27.929","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:27.928",6MkWpZoBKNps3ga02fd8,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5","req-5","792.171","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:27.927","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:27.362",3ckWpZoBKNps3ga00fei,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-6","req-6","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:27.362","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:27.135",3skWpZoBKNps3ga00fei,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5","req-5","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:27.135","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:27.133",38kWpZoBKNps3ga00fei,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-4","req-4","763.365","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:27.132","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:26.369",4MkWpZoBKNps3ga00fei,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-4","req-4","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:26.369","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:23.918",3MkWpZoBKNps3ga0yffD,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-3","req-3","755.417","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:23.918","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:23.228",2MkWpZoBKNps3ga0wffo,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-2","req-2","1,803.821","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:23.227","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:23.163",2ckWpZoBKNps3ga0wffo,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-3","req-3","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:23.162","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:23.159",2skWpZoBKNps3ga0wffo,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-1","req-1","1,767.52","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:23.158","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:21.424",28kWpZoBKNps3ga0wffo,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-2","req-2","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:21.423","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:21.391",18kWpZoBKNps3ga0uvcP,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-1","req-1","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:21.390","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:17.315",1skWpZoBKNps3ga0qvcN,"app-logs-2025.11.21","-",development,development,info,info,"Server started successfully","Server started successfully",development,development,"-","-","-","-","-","-","-","-","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:17.312","-","-","wrapper-backend","wrapper-backend",development,development,"0.0.0.0","0.0.0.0","3,000"
"Nov 21, 2025 @ 11:55:11.727",1ckWpZoBKNps3ga0mvem,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-68","req-68","992.311","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:11.727","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:10.734",0ckWpZoBKNps3ga0kvfM,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-68","req-68","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:10.734","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:10.734",0skWpZoBKNps3ga0kvfM,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-67","req-67","1,368.705","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:10.734","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:10.724",08kWpZoBKNps3ga0kvfM,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-66","req-66","1,361.481","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:10.723","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:09.365",1MkWpZoBKNps3ga0kvfM,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-67","req-67","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:09.365","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:09.362",0MkWpZoBKNps3ga0ivf1,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-66","req-66","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:09.362","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:01.585","zMkWpZoBKNps3ga0b_fJ","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-65","req-65","676.084","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:01.584","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.908","zckWpZoBKNps3ga0b_fJ","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-65","req-65","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:00.908","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.906","zskWpZoBKNps3ga0b_fJ","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-63","req-63","755.406","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:00.906","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.906","z8kWpZoBKNps3ga0b_fJ","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-64","req-64","696.418","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:00.906","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.210","wMkWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-64","req-64","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:00.209","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.207","wckWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-61","req-61","883.655","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:00.207","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.151","wskWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-63","req-63","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:55:00.151","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:55:00.149","w8kWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-62","req-62","787.425","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:55:00.149","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:59.855","xMkWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-60","req-60","1,391.982","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:59.854","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:59.362","xckWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-62","req-62","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:59.362","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:59.324","xskWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-61","req-61","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:59.323","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:59.322","x8kWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5z","req-5z","1,943.823","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:59.322","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:59.053","yMkWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-3z","req-3z","75,821.18","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:59.053","/api/onboarding/status","/api/onboarding/status","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:58.732","yckWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5y","req-5y","1,356.024","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:58.731","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:58.462","yskWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-60","req-60","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:58.462","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:58.462","y8kWpZoBKNps3ga0Z_fq","app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5x","req-5x","2,098.965","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:58.462","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:57.379",vskWpZoBKNps3ga0YPcK,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5z","req-5z","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:57.378","/api/notifications/unread-count","/api/notifications/unread-count","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:57.376",v8kWpZoBKNps3ga0YPcK,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5y","req-5y","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:57.375","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:56.363",vckWpZoBKNps3ga0WPcv,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5x","req-5x","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:56.363","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:48.877",vMkWpZoBKNps3ga0QPfi,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-40","req-40","65,641.4","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:48.876","/api/admin/entity-scope","/api/admin/entity-scope","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:48.220",uckWpZoBKNps3ga0OfcL,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-45","req-45","64,975.676","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:48.220","/api/onboarding/status","/api/onboarding/status","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:47.314",uskWpZoBKNps3ga0OfcL,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5w","req-5w","951.225","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:47.314","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:46.466",u8kWpZoBKNps3ga0OfcL,"app-logs-2025.11.21","-",development,development,info,info,"Request completed","Request completed",development,development,"-","-",GET,GET,"-","-","req-5v","req-5v","1,103.868","wrapper-backend","wrapper-backend",200,"Nov 21, 2025 @ 11:54:46.466","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
"Nov 21, 2025 @ 11:54:46.363",tskWpZoBKNps3ga0Mfcz,"app-logs-2025.11.21","-",development,development,info,info,"Incoming request","Incoming request",development,development,"localhost:3000","localhost:3000",GET,GET,"127.0.0.1","127.0.0.1","req-5w","req-5w","-","wrapper-backend","wrapper-backend","-","Nov 21, 2025 @ 11:54:46.362","/api/notifications?","/api/notifications?","wrapper-backend","wrapper-backend","-","-","-","-","-"
